1817.9739380507199,415.6952602250122
496.829572532548,548.8188196976377
205.7098026708654,1055.9512572373128
828.9339288970128,1362.7725411238903
1010.9928499698216,622.7156542224019
1525.33293446902,56.392283071511905
902.0554053229199,368.7123019234138
865.3663595376528,479.89508000034147
699.5409164113136,747.7595373728568
1435.750828984311,410.44720238689325
964.8369738155372,569.1949830283733
753.4069501121178,635.0669316067022
628.0300016466266,672.4889964092373
628.1728908144739,632.2834808198036
886.0419527765175,593.380720751533
856.0066323434152,593.380720751533
693.2821612118878,473.4609881447038
831.3376975060237,517.6044910414444
936.3431138789213,530.4225350061552
1423.6884284306875,342.2804932464022
937.6134061521755,517.8635807386523
773.096008325306,519.094593825313
743.4787337858575,532.906608587175
780.2638471479032,456.73981296462625
928.470810456437,467.76218359660555
621.3015906738523,504.61812120583613
773.096008325306,519.094593825313
1326.0405439700926,186.292525201652
1167.640837996604,401.78544326580567
909.352844461184,256.6466216075118
885.47297527698,319.32562000406773
398.68881581414837,787.653514169415
561.0399333737314,738.9306439556461
601.8305805174585,731.6814562388614
527.1685042568937,869.6526988184676
577.2408480548514,794.5147598803755
863.798693219545,811.6824691100218
769.596265376385,891.9808422118491
798.654416298878,890.0576421792374
803.1342378058412,922.1728959421665
988.4729080687276,922.1728959421665
830.329272395428,904.5863617966451
755.9775887772615,743.439423890224
726.6544336326657,895.9683104884348
877.9525930135591,919.6525236188244
867.077042666081,841.4765651547589
586.5480578481486,1118.3243806777243
767.6427030342938,876.236061024511
899.4242040064128,856.6653022037101
802.575160560449,1008.6884370888856
924.6905394772471,1004.5831904697003
755.6242721803593,995.2124560424245
1004.9476209813463,923.1188653517206
995.0583730986946,688.3774111015359
1072.9606228951689,928.4579727279508
1018.6422373365638,907.9693556747197
937.4589981330279,904.0988018779941
1175.5530277882135,908.329754154405
1310.779594187013,898.2855993476733
1112.0153904523972,948.8994262740483
1126.5454403362676,934.2084139373925
1061.4678115001552,864.4827987615262
1186.8395593274224,958.7347854859569
1882.3156214115163,638.1963613769062
1299.464053502126,385.08507926953246
